subscription_event_id,company_id,event_type,plan_name,previous_plan_name,payment_date,subscription_start_date,sub_end_date,trial_end_date,billing_period,seat_count,monthly_recurring_revenue,invoice_amount,currency,payment_status,created_at
se_002047,co_0249,renewal,Small,,2024-05-13,2024-05-13,,,monthly,59,200,200,GBP,paid,2024-05-13T17:14:00
se_002048,co_0249,renewal,Small,,2024-06-13,2024-06-13,,,monthly,59,200,200,GBP,paid,2024-06-13T12:25:00
se_002049,co_0249,renewal,Small,,2024-07-13,2024-07-13,,,monthly,59,200,200,GBP,paid,2024-07-13T18:33:00
se_002050,co_0249,renewal,Small,,2024-08-13,2024-08-13,,,monthly,59,200,200,GBP,paid,2024-08-13T10:29:00
se_002051,co_0249,renewal,Small,,2024-09-13,2024-09-13,,,monthly,59,200,200,GBP,paid,2024-09-13T19:24:00
se_002052,co_0249,renewal,Small,,2024-10-13,2024-10-13,,,monthly,59,200,200,GBP,paid,2024-10-13T12:15:00
se_002053,co_0249,payment_failed,Small,,2024-11-13,2024-11-13,,,monthly,59,200,200,GBP,failed,2024-11-13T14:32:00
se_002054,co_0249,payment_recovered,Small,,2024-12-10,2024-11-27,,,monthly,59,200,200,GBP,paid,2024-11-27T10:22:00
se_002055,co_0249,renewal,Small,,2024-12-13,2024-12-13,,,monthly,59,200,200,GBP,paid,2024-12-13T12:23:00
se_002056,co_0249,renewal,Small,,2025-01-13,2025-01-13,,,monthly,59,200,200,GBP,paid,2025-01-13T14:25:00
se_002057,co_0249,renewal,Small,,2025-02-13,2025-02-13,,,monthly,59,200,200,GBP,paid,2025-02-13T19:41:00
se_002058,co_0249,renewal,Small,,2025-03-13,2025-03-13,,,monthly,59,200,200,GBP,paid,2025-03-13T13:39:00
se_002059,co_0249,payment_failed,Small,,2025-04-13,2025-04-13,,,monthly,59,200,200,GBP,failed,2025-04-13T16:50:00
se_002060,co_0249,payment_recovered,Small,,2025-04-27,2025-04-24,,,monthly,59,200,200,GBP,paid,2025-04-24T18:56:00
se_002061,co_0249,renewal,Small,,2025-05-13,2025-05-13,,,monthly,59,200,200,GBP,paid,2025-05-13T10:12:00
se_002062,co_0249,renewal,Small,,2025-06-13,2025-06-13,,,monthly,59,200,200,GBP,paid,2025-06-13T14:25:00
se_002063,co_0249,renewal,Small,,2025-07-13,2025-07-13,,,monthly,59,200,200,GBP,paid,2025-07-13T19:53:00
se_002064,co_0249,renewal,Small,,2025-08-13,2025-08-13,,,monthly,59,200,200,GBP,paid,2025-08-13T14:45:00
se_002065,co_0249,renewal,Small,,2025-09-13,2025-09-13,,,monthly,59,200,200,GBP,paid,2025-09-13T13:04:00
se_002066,co_0249,renewal,Small,,2025-10-13,2025-10-13,,,monthly,59,200,200,GBP,paid,2025-10-13T19:48:00
se_002067,co_0249,renewal,Small,,2025-11-13,2025-11-13,,,monthly,59,200,200,GBP,paid,2025-11-13T19:07:00
se_002068,co_0249,renewal,Small,,2025-12-22,2025-12-13,,,monthly,59,200,200,GBP,paid,2025-12-13T14:59:00
se_002069,co_0249,renewal,Small,,2026-01-13,2026-01-13,,,monthly,59,200,200,GBP,paid,2026-01-13T09:02:00
se_002070,co_0249,renewal,Small,,2026-03-03,2026-02-13,,,monthly,59,200,200,GBP,paid,2026-02-13T14:14:00
se_002071,co_0249,renewal,Small,,2026-03-13,2026-03-13,,,monthly,59,200,200,GBP,paid,2026-03-13T14:31:00
se_002072,co_0249,renewal,Small,,2026-04-20,2026-04-13,,,monthly,59,200,200,GBP,paid,2026-04-13T15:59:00
se_002073,co_0249,renewal,Small,,2026-05-13,2026-05-13,,,monthly,59,200,200,GBP,paid,2026-05-13T09:39:00
se_002074,co_0249,renewal,Small,,2026-06-13,2026-06-13,,,monthly,59,200,200,GBP,paid,2026-06-13T19:01:00
se_002075,co_0250,trial_start,Small,,,,,2024-07-04,annual,44,0,0,GBP,not_applicable,2024-06-27T17:44:00
se_002076,co_0250,converted,Small,,2024-06-30,2024-06-30,,,annual,44,200,2400,GBP,paid,2024-06-30T08:54:00
se_002077,co_0250,renewal,Small,,2025-06-30,2025-06-30,,,annual,44,200,2400,GBP,paid,2025-06-30T08:48:00
se_002078,co_0251,trial_start,Small,,,,,2025-10-29,monthly,72,0,0,GBP,not_applicable,2025-10-22T10:21:00
se_002079,co_0251,converted,Small,,2025-10-27,2025-10-27,,,monthly,72,200,200,GBP,paid,2025-10-27T16:19:00
se_002080,co_0251,renewal,Small,,2025-11-27,2025-11-27,,,monthly,72,200,200,GBP,paid,2025-11-27T19:02:00
se_002081,co_0251,renewal,Small,,2025-12-27,2025-12-27,,,monthly,72,200,200,GBP,paid,2025-12-27T10:10:00
se_002082,co_0251,renewal,Small,,2026-01-27,2026-01-27,,,monthly,72,200,200,GBP,paid,2026-01-27T14:36:00
se_002083,co_0251,payment_failed,Small,,2026-02-27,2026-02-27,,,monthly,72,200,200,GBP,failed,2026-02-27T15:27:00
se_002084,co_0251,renewal,Small,,2026-04-01,2026-03-27,,,monthly,72,200,200,GBP,paid,2026-03-27T11:51:00
se_002085,co_0251,renewal,Small,,2026-04-27,2026-04-27,,,monthly,72,200,200,GBP,paid,2026-04-27T11:51:00
se_002086,co_0251,renewal,Small,,2026-05-27,2026-05-27,,,monthly,72,200,200,GBP,paid,2026-05-27T13:04:00
se_002087,co_0251,renewal,Small,,2026-06-27,2026-06-27,,,monthly,72,200,200,GBP,paid,2026-06-27T19:10:00
se_002088,co_0252,trial_start,Small,,,,,2025-03-27,monthly,104,0,0,GBP,not_applicable,2025-03-20T13:31:00
se_002089,co_0253,trial_start,Medium,,,,,2023-10-27,monthly,215,0,0,GBP,not_applicable,2023-10-20T10:46:00
se_002090,co_0253,converted,Medium,,2023-10-25,2023-10-25,,,monthly,215,750,750,GBP,paid,2023-10-25T13:39:00
se_002091,co_0253,renewal,Medium ,,2023-11-25,2023-11-25,,,monthly,215,750,750,GBP,paid,2023-11-25T17:46:00
se_002092,co_0253,renewal,MEDIUM,,2023-12-25,2023-12-25,,,monthly,215,750,750,GBP,paid,2023-12-25T13:45:00
se_002093,co_0253,renewal,Medium,,2024-01-25,2024-01-25,,,monthly,215,750,750,GBP,paid,2024-01-25T08:49:00
se_002094,co_0253,renewal,Medium,,2024-02-25,2024-02-25,,,monthly,215,750,750,GBP,paid,2024-02-25T19:23:00
se_002095,co_0253,renewal,Medium,,2024-03-25,2024-03-25,,,monthly,215,750,750,GBP,paid,2024-03-25T11:26:00
se_002096,co_0253,renewal,Medium,,2024-04-25,2024-04-25,,,monthly,215,750,750,GBP,paid,2024-04-25T17:20:00
se_002097,co_0253,renewal,Medium,,2024-05-25,2024-05-25,,,monthly,215,750,750,GBP,paid,2024-05-25T08:30:00
se_002098,co_0253,renewal,Medium,,2024-06-25,2024-06-25,,,monthly,215,750,750,GBP,paid,2024-06-25T13:56:00
se_002099,co_0253,renewal,Medium,,2024-07-25,2024-07-25,,,monthly,215,750,750,GBP,paid,2024-07-25T10:54:00
se_002100,co_0253,renewal,Medium,,2024-08-25,2024-08-25,,,monthly,215,750,750,GBP,paid,2024-08-25T17:13:00
se_002101,co_0253,renewal,Medium,,2024-09-25,2024-09-25,,,monthly,215,750,750,GBP,paid,2024-09-25T13:32:00
se_002102,co_0253,renewal,Medium,,2024-10-25,2024-10-25,,,monthly,215,750,750,GBP,paid,2024-10-25T12:12:00
se_002103,co_0253,renewal,Medium,,2024-11-25,2024-11-25,,,monthly,215,750,750,GBP,paid,2024-11-25T09:17:00
se_002104,co_0253,renewal,Medium,,2024-12-25,2024-12-25,,,monthly,215,750,750,GBP,paid,2024-12-25T15:47:00
se_002105,co_0253,renewal,Medium,,2025-01-25,2025-01-25,,,monthly,215,750,750,GBP,paid,2025-01-25T12:48:00
se_002106,co_0253,renewal,Medium,,2025-02-25,2025-02-25,,,monthly,215,750,750,GBP,paid,2025-02-25T19:30:00
se_002107,co_0253,renewal,Medium,,2025-03-25,2025-03-25,,,monthly,215,750,750,GBP,paid,2025-03-25T09:51:00
se_002108,co_0253,renewal,Medium,,2025-04-25,2025-04-25,,,monthly,215,750,750,GBP,paid,2025-04-25T19:22:00
se_002109,co_0253,renewal,Medium,,2025-05-25,2025-05-25,,,monthly,215,750,750,GBP,paid,2025-05-25T10:56:00
se_002110,co_0253,renewal,Medium,,2025-06-25,2025-06-25,,,monthly,215,750,750,GBP,paid,2025-06-25T15:14:00
se_002111,co_0253,renewal,Medium,,2025-07-25,2025-07-25,,,monthly,215,750,750,GBP,paid,2025-07-25T19:48:00
se_002112,co_0253,renewal,Medium,,2025-08-25,2025-08-25,,,monthly,215,750,750,GBP,paid,2025-08-25T14:04:00
se_002113,co_0253,renewal,Medium,,2025-09-25,2025-09-25,,,monthly,215,750,750,GBP,paid,2025-09-25T19:01:00
se_002114,co_0253,renewal,Medium,,2025-10-25,2025-10-25,,,monthly,215,750,750,GBP,paid,2025-10-25T19:08:00
se_002115,co_0253,renewal,Medium,,2025-11-25,2025-11-25,,,monthly,215,750,750,GBP,paid,2025-11-25T10:47:00
se_002116,co_0253,renewal,Medium,,2025-12-25,2025-12-25,,,monthly,215,750,750,GBP,paid,2025-12-25T11:54:00
se_002117,co_0253,renewal,Medium,,2026-01-25,2026-01-25,,,monthly,215,750,750,GBP,paid,2026-01-25T16:47:00
se_002118,co_0253,renewal,Medium,,2026-02-25,2026-02-25,,,monthly,215,750,750,GBP,paid,2026-02-25T19:41:00
se_002119,co_0253,renewal,Medium,,2026-03-25,2026-03-25,,,monthly,215,750,750,GBP,paid,2026-03-25T15:49:00
se_002120,co_0253,renewal,Medium,,2026-04-25,2026-04-25,,,monthly,215,750,750,GBP,paid,2026-04-25T15:18:00
se_002121,co_0253,renewal,Medium,,2026-05-25,2026-05-25,,,monthly,215,750,750,GBP,paid,2026-05-25T13:29:00
se_002122,co_0253,renewal,Medium,,2026-06-25,2026-06-25,,,monthly,215,750,750,GBP,paid,2026-06-25T15:05:00
se_002123,co_0254,trial_start,Medium,,,,,2026-01-08,monthly,200,0,0,GBP,not_applicable,2026-01-01T12:22:00
se_002124,co_0254,converted,Medium,,2026-01-06,2026-01-06,,,monthly,200,750,750,GBP,paid,2026-01-06T09:05:00
se_002125,co_0254,renewal,Medium,,2026-02-06,2026-02-06,,,monthly,200,750,750,GBP,paid,2026-02-06T08:56:00
se_002126,co_0254,renewal,Medium,,2026-03-06,2026-03-06,,,monthly,200,750,750,GBP,paid,2026-03-06T19:47:00
se_002127,co_0254,renewal,Medium,,2026-04-06,2026-04-06,,,monthly,200,750,750,GBP,paid,2026-04-06T19:59:00
se_002128,co_0254,renewal,Medium,,,2026-05-06,,,monthly,200,750,750,GBP,paid,2026-05-06T08:46:00
se_002129,co_0254,renewal,Medium,,2026-06-06,2026-06-06,,,monthly,200,750,750,GBP,paid,2026-06-06T08:31:00
se_002130,co_0255,trial_start,Medium,,,,,2023-12-30,annual,140,0,0,GBP,not_applicable,2023-12-23T14:27:00
se_002131,co_0255,converted,Medium,,2023-12-26,2023-12-26,,,annual,140,750,9000,GBP,paid,2023-12-26T08:41:00
se_002132,co_0255,renewal,Medium,,2024-12-26,2024-12-26,,,annual,140,750,9000,GBP,paid,2024-12-26T09:27:00
se_002133,co_0255,renewal,Medium,,2025-12-26,2025-12-26,,,annual,140,750,9000,GBP,paid,2025-12-26T14:59:00
se_002134,co_0256,trial_start,Small,,,,,2023-08-08,monthly,35,0,0,GBP,not_applicable,2023-08-01T13:26:00
se_002135,co_0257,trial_start,Small,,,,,2024-06-04,monthly,77,0,0,GBP,not_applicable,2024-05-28T16:44:00
se_002136,co_0258,trial_start,Medium,,,,,2025-04-17,monthly,167,0,0,GBP,not_applicable,2025-04-10T11:53:00
se_002137,co_0259,trial_start,Small,,,,,2025-10-27,annual,71,0,0,GBP,not_applicable,2025-10-20T18:22:00
se_002138,co_0260,trial_start,Medium,,,,,2025-04-07,annual,146,0,0,GBP,not_applicable,2025-03-31T17:23:00
se_002139,co_0260,converted,Medium,,2025-04-10,2025-04-10,,,annual,146,750,9000,GBP,paid,2025-04-10T15:05:00
se_002140,co_0260,renewal,Medium,,2026-04-10,2026-04-10,,,annual,146,750,9000,GBP,paid,2026-04-10T19:38:00
se_002141,co_0260,downgrade,Small,,2026-04-25,2026-04-25,,,annual,146,200,2400,GBP,paid,2026-04-25T08:41:00
se_002142,co_0261,trial_start,Small,,,,,2024-05-27,annual,51,0,0,GBP,not_applicable,2024-05-20T08:07:00
se_002143,co_0261,converted,Small,,2024-05-23,2024-05-23,,,annual,51,200,2400,GBP,paid,2024-05-23T17:08:00
se_002144,co_0261,renewal,Small,,2025-05-23,2025-05-23,,,annual,51,200,2400,GBP,paid,2025-05-23T11:17:00
se_002145,co_0261,renewal,Small,,2026-05-23,2026-05-23,,,annual,51,200,2400,GBP,paid,2026-05-23T11:15:00
se_002146,co_0262,trial_start,Bespoke,,,,,2025-10-10,monthly,2429,0,0,GBP,not_applicable,2025-10-03T14:32:00
se_002147,co_0263,trial_start,Small,,,,,2025-10-22,monthly,68,0,0,GBP,not_applicable,2025-10-15T10:50:00
se_002148,co_0264,trial_start,Small,,,,,2025-11-15,annual,68,0,0,GBP,not_applicable,2025-11-08T19:50:00
se_002149,co_0264,converted,Small,,2025-11-15,2025-11-15,,,annual,68,200,2400,GBP,paid,2025-11-15T08:43:00
se_002150,co_0265,trial_start,Medium,,,,,2023-08-23,monthly,153,0,0,GBP,not_applicable,2023-08-16T14:49:00
se_002151,co_0265,converted,Medium,,2023-08-23,2023-08-23,,,monthly,153,750,750,GBP,paid,2023-08-23T15:26:00
se_002152,co_0265,renewal,Medium,,2023-09-23,2023-09-23,,,monthly,153,750,750,GBP,paid,2023-09-23T19:07:00
se_002153,co_0265,renewal,Medium,,2023-10-23,2023-10-23,,,monthly,153,750,750,GBP,paid,2023-10-23T18:08:00
se_002154,co_0265,renewal,Medium,,2023-11-23,2023-11-23,,,monthly,153,750,750,GBP,paid,2023-11-23T19:04:00
se_002155,co_0265,renewal,Medium,,2023-12-26,2023-12-23,,,monthly,153,750,750,GBP,paid,2023-12-23T09:35:00
se_002156,co_0265,renewal,Medium,,2024-01-23,2024-01-23,,,monthly,153,750,750,GBP,paid,2024-01-23T14:18:00
se_002157,co_0265,renewal,Medium,,2024-02-23,2024-02-23,,,monthly,153,750,750,GBP,paid,2024-02-23T12:40:00
se_002158,co_0265,renewal,Medium,,2024-03-23,2024-03-23,,,monthly,153,750,750,GBP,paid,2024-03-23T11:45:00
se_002159,co_0265,renewal,Medium,,2024-04-23,2024-04-23,,,monthly,153,750,750,GBP,paid,2024-04-23T09:14:00
se_002160,co_0265,renewal,Medium,,2024-05-23,2024-05-23,,,monthly,153,750,750,GBP,paid,2024-05-23T17:47:00
se_002161,co_0265,renewal,Medium,,2024-06-23,2024-06-23,,,monthly,153,750,750,GBP,paid,2024-06-23T16:15:00
se_002162,co_0265,renewal,Medium,,2024-07-23,2024-07-23,,,monthly,153,750,750,GBP,paid,2024-07-23T10:52:00
se_002163,co_0265,renewal,Medium,,2024-08-23,2024-08-23,,,monthly,153,750,750,GBP,paid,2024-08-23T12:22:00
se_002164,co_0265,renewal,Medium,,2024-09-23,2024-09-23,,,monthly,153,750,750,GBP,paid,2024-09-23T14:42:00
se_002165,co_0265,renewal,Medium,,2024-10-23,2024-10-23,,,monthly,153,750,750,GBP,paid,2024-10-23T14:39:00
se_002166,co_0265,renewal,Medium,,2024-11-23,2024-11-23,,,monthly,153,750,750,GBP,paid,2024-11-23T17:27:00
se_002167,co_0265,renewal,Medium,,2024-12-23,2024-12-23,,,monthly,153,750,750,GBP,paid,2024-12-23T09:18:00
se_002168,co_0265,renewal,Medium,,2025-01-23,2025-01-23,,,monthly,153,750,750,GBP,paid,2025-01-23T13:08:00
se_002169,co_0265,renewal,Medium,,2025-02-23,2025-02-23,,,monthly,153,750,750,GBP,paid,2025-02-23T17:53:00
se_002170,co_0265,renewal,Medium,,2025-03-23,2025-03-23,,,monthly,153,750,750,GBP,paid,2025-03-23T14:05:00
se_002171,co_0265,renewal,Medium,,2025-04-23,2025-04-23,,,monthly,153,750,750,GBP,paid,2025-04-23T09:39:00
se_002172,co_0265,renewal,Medium,,2025-05-23,2025-05-23,,,monthly,153,750,750,GBP,paid,2025-05-23T19:39:00
se_002173,co_0265,renewal,Medium,,2025-06-23,2025-06-23,,,monthly,153,750,750,GBP,paid,2025-06-23T19:56:00
se_002174,co_0265,renewal,Medium,,2025-07-23,2025-07-23,,,monthly,153,750,750,GBP,paid,2025-07-23T12:06:00
se_002175,co_0265,renewal,Medium,,2025-08-23,2025-08-23,,,monthly,153,750,750,GBP,paid,2025-08-23T13:04:00
se_002176,co_0265,renewal,Medium,,2025-09-23,2025-09-23,,,monthly,153,750,750,GBP,paid,2025-09-23T08:03:00
se_002177,co_0265,renewal,Medium,,2025-10-23,2025-10-23,,,monthly,153,750,750,GBP,paid,2025-10-23T09:36:00
se_002178,co_0265,renewal,Medium,,2025-11-23,2025-11-23,,,monthly,153,750,750,GBP,paid,2025-11-23T13:00:00
se_002179,co_0265,renewal,Medium,,2025-12-23,2025-12-23,,,monthly,153,750,750,GBP,paid,2025-12-23T08:59:00
se_002180,co_0265,renewal,Medium,,2026-01-23,2026-01-23,,,monthly,153,750,750,GBP,paid,2026-01-23T14:45:00
se_002181,co_0265,renewal,Medium,,2026-02-23,2026-02-23,,,monthly,153,750,750,GBP,paid,2026-02-23T19:11:00
se_002182,co_0265,renewal,Medium,,2026-03-23,2026-03-23,,,monthly,153,750,750,GBP,paid,2026-03-23T14:49:00
se_002183,co_0265,renewal,Medium,,2026-04-23,2026-04-23,,,monthly,153,750,750,GBP,paid,2026-04-23T08:35:00
se_002184,co_0265,renewal,Medium,,2026-05-26,2026-05-23,,,monthly,153,750,750,GBP,paid,2026-05-23T14:31:00
se_002185,co_0265,renewal,Medium,,2026-06-23,2026-06-23,,,monthly,153,750,750,GBP,paid,2026-06-23T17:49:00
se_002186,co_0266,trial_start,Medium,,,,,2024-04-04,monthly,146,0,0,GBP,not_applicable,2024-03-28T17:55:00
se_002187,co_0267,trial_start,Small,,,,,2025-09-24,monthly,57,0,0,GBP,not_applicable,2025-09-17T16:09:00
se_002188,co_0268,trial_start,Small,,,,,2025-09-27,monthly,140,0,0,GBP,not_applicable,2025-09-20T11:14:00
se_002189,co_0268,converted,Small,,2025-09-23,2025-09-23,,,monthly,140,200,200,GBP,paid,2025-09-23T10:41:00
se_002190,co_0268,renewal,Small,,2025-10-23,2025-10-23,,,monthly,140,200,200,GBP,paid,2025-10-23T17:23:00
se_002191,co_0268,payment_failed,Small,,2025-11-23,2025-11-23,,,monthly,140,200,200,GBP,failed,2025-11-23T17:21:00
se_002192,co_0268,renewal,Small,,2025-12-23,2025-12-23,,,monthly,140,200,200,GBP,paid,2025-12-23T12:50:00
se_002193,co_0268,renewal,Small,,2026-01-23,2026-01-23,,,monthly,140,200,200,GBP,paid,2026-01-23T15:15:00
se_002194,co_0268,renewal,Small,,2026-02-23,2026-02-23,,,monthly,140,200,200,GBP,paid,2026-02-23T10:22:00
se_002195,co_0268,renewal,Small,,2026-04-03,2026-03-23,,,monthly,140,200,200,GBP,paid,2026-03-23T11:13:00
se_002196,co_0268,renewal,Small,,2026-04-23,2026-04-23,,,monthly,140,200,200,GBP,paid,2026-04-23T17:53:00
se_002197,co_0268,renewal,Small,,2026-05-23,2026-05-23,,,monthly,140,200,200,GBP,paid,2026-05-23T14:47:00
se_002198,co_0268,renewal,Small,,2026-06-23,2026-06-23,,,monthly,140,200,200,GBP,paid,2026-06-23T19:16:00
se_002199,co_0269,trial_start,Medium,,,,,2026-03-19,annual,225,0,0,GBP,not_applicable,2026-03-12T10:27:00
se_002200,co_0269,converted,Medium,,2026-03-18,2026-03-18,,,annual,225,750,9000,GBP,paid,2026-03-18T15:19:00
se_002201,co_0270,trial_start,Medium,,,,,2026-06-20,annual,145,0,0,GBP,not_applicable,2026-06-13T12:41:00
se_002202,co_0270,converted,Medium,,2026-06-16,2026-06-16,,,annual,145,750,9000,GBP,paid,2026-06-16T08:34:00
se_002203,co_0271,trial_start,Medium,,,,,2024-02-07,annual,106,0,0,GBP,not_applicable,2024-01-31T09:21:00
se_002204,co_0271,converted,Medium,,2024-02-04,2024-02-04,,,annual,106,750,9000,GBP,paid,2024-02-04T08:48:00
se_002205,co_0271,renewal,Medium,,2025-02-14,2025-02-04,,,annual,106,750,9000,GBP,paid,2025-02-04T13:33:00
se_002206,co_0271,renewal,Medium,,2026-02-04,2026-02-04,,,annual,106,750,9000,GBP,paid,2026-02-04T12:02:00
se_002207,co_0272,trial_start,Small,,,,,2023-09-10,monthly,77,0,0,GBP,not_applicable,2023-09-03T11:04:00
se_002208,co_0272,converted,Small,,2023-09-11,2023-09-11,,,monthly,77,200,200,GBP,paid,2023-09-11T09:54:00
se_002209,co_0272,renewal,Small,,2023-10-11,2023-10-11,,,monthly,77,200,200,GBP,paid,2023-10-11T19:39:00
se_002210,co_0272,renewal,Small,,2023-11-11,2023-11-11,,,monthly,77,200,200,GBP,paid,2023-11-11T11:34:00
se_002211,co_0272,renewal,Small,,2023-12-11,2023-12-11,,,monthly,77,200,200,GBP,paid,2023-12-11T08:34:00
se_002212,co_0272,renewal,Small,,2024-01-11,2024-01-11,,,monthly,77,200,200,GBP,paid,2024-01-11T13:01:00
se_002213,co_0272,renewal,Small,,2024-02-11,2024-02-11,,,monthly,77,200,200,GBP,paid,2024-02-11T12:24:00
se_002214,co_0272,renewal,Small,,2024-03-11,2024-03-11,,,monthly,77,200,200,GBP,paid,2024-03-11T10:49:00
se_002215,co_0272,renewal,Small,,2024-04-11,2024-04-11,,,monthly,77,200,200,GBP,paid,2024-04-11T17:54:00
se_002216,co_0272,renewal,Small,,2024-05-11,2024-05-11,,,monthly,77,200,200,GBP,paid,2024-05-11T17:09:00
se_002217,co_0272,renewal,Small,,2024-06-11,2024-06-11,,,monthly,77,200,200,GBP,paid,2024-06-11T10:48:00
se_002218,co_0272,renewal,Small,,2024-07-11,2024-07-11,,,monthly,77,200,200,GBP,paid,2024-07-11T14:14:00
se_002219,co_0272,renewal,Small,,2024-08-11,2024-08-11,,,monthly,77,200,200,GBP,paid,2024-08-11T13:05:00
se_002220,co_0272,renewal,Small,,2024-09-11,2024-09-11,,,monthly,77,200,200,GBP,paid,2024-09-11T12:55:00
se_002221,co_0272,renewal,Small,,2024-10-11,2024-10-11,,,monthly,77,200,200,GBP,paid,2024-10-11T10:46:00
se_002222,co_0272,renewal,Small,,2024-11-11,2024-11-11,,,monthly,77,200,200,GBP,paid,2024-11-11T17:46:00
se_002223,co_0272,renewal,Small,,2024-12-11,2024-12-11,,,monthly,77,200,200,GBP,paid,2024-12-11T13:53:00
se_002224,co_0272,renewal,Small,,2025-01-11,2025-01-11,,,monthly,77,200,200,GBP,paid,2025-01-11T11:23:00
se_002225,co_0272,renewal,Small,,2025-02-11,2025-02-11,,,monthly,77,200,200,GBP,paid,2025-02-11T12:25:00
se_002226,co_0272,renewal,Small,,2025-03-11,2025-03-11,,,monthly,77,200,200,GBP,paid,2025-03-11T16:40:00
se_002227,co_0272,renewal,Small,,2025-04-11,2025-04-11,,,monthly,77,200,200,GBP,paid,2025-04-11T09:22:00
se_002228,co_0272,renewal,Small,,2025-05-11,2025-05-11,,,monthly,77,200,200,GBP,paid,2025-05-11T16:39:00
se_002229,co_0272,renewal,Small,,2025-06-11,2025-06-11,,,monthly,77,200,200,GBP,paid,2025-06-11T10:25:00
se_002230,co_0272,renewal,Small,,2025-07-11,2025-07-11,,,monthly,77,200,200,GBP,paid,2025-07-11T11:00:00
se_002231,co_0272,renewal,Small,,2025-08-11,2025-08-11,,,monthly,77,200,200,GBP,paid,2025-08-11T11:03:00
se_002232,co_0272,renewal,Small,,2025-09-11,2025-09-11,,,monthly,77,200,200,GBP,paid,2025-09-11T11:07:00
se_002233,co_0272,renewal,Small,,2025-10-11,2025-10-11,,,monthly,77,200,200,GBP,paid,2025-10-11T16:05:00
se_002234,co_0272,renewal,Small,,2025-11-11,2025-11-11,,,monthly,77,200,200,GBP,paid,2025-11-11T15:35:00
se_002235,co_0272,renewal,Small,,2025-12-11,2025-12-11,,,monthly,77,200,200,GBP,paid,2025-12-11T16:10:00
se_002236,co_0272,renewal,Small,,2026-01-14,2026-01-11,,,monthly,77,200,200,GBP,paid,2026-01-11T14:13:00
se_002237,co_0272,renewal,Small,,2026-02-11,2026-02-11,,,monthly,77,200,200,GBP,paid,2026-02-11T13:58:00
se_002238,co_0272,renewal,Small,,2026-03-11,2026-03-11,,,monthly,77,200,200,GBP,paid,2026-03-11T18:48:00
se_002239,co_0272,renewal,Small,,2026-04-11,2026-04-11,,,monthly,77,200,200,GBP,paid,2026-04-11T19:40:00
se_002240,co_0272,renewal,Small,,2026-05-11,2026-05-11,,,monthly,77,200,200,GBP,paid,2026-05-11T13:53:00
se_002241,co_0272,renewal,Small,,2026-06-11,2026-06-11,,,monthly,77,200,200,GBP,paid,2026-06-11T14:59:00
se_002242,co_0273,trial_start,Medium,,,,,2023-08-07,annual,704,0,0,GBP,not_applicable,2023-07-31T16:45:00
se_002243,co_0273,converted,Medium,,2023-08-06,2023-08-06,,,annual,704,750,9000,GBP,paid,2023-08-06T17:58:00
se_002244,co_0273,renewal,Medium,,2024-08-06,2024-08-06,,,annual,704,750,9000,GBP,paid,2024-08-06T15:36:00
se_002245,co_0273,renewal,Medium,,2025-08-06,2025-08-06,,,annual,704,750,9000,GBP,paid,2025-08-06T13:21:00
se_002246,co_0273,cancellation_scheduled,Medium,,,2026-03-07,,,annual,704,750,9000,GBP,not_applicable,2026-03-07T16:20:00
se_002247,co_0273,voluntary_churn,Medium,,,2026-04-03,2026-04-03,,annual,704,750,0,GBP,not_applicable,2026-04-03T14:53:00
se_002248,co_0274,trial_start,Medium,,,,,2024-07-08,monthly,279,0,0,GBP,not_applicable,2024-07-01T08:22:00
se_002249,co_0274,converted,Medium,,2024-07-08,2024-07-08,,,monthly,279,750,750,GBP,paid,2024-07-08T16:39:00
se_002250,co_0274,renewal,Medium,,2024-08-08,2024-08-08,,,monthly,279,750,750,GBP,paid,2024-08-08T11:00:00
se_002251,co_0274,renewal,Medium,,2024-09-08,2024-09-08,,,monthly,279,750,750,GBP,paid,2024-09-08T12:29:00
se_002252,co_0274,renewal,Medium,,2024-10-08,2024-10-08,,,monthly,279,750,750,GBP,paid,2024-10-08T09:18:00
se_002253,co_0274,renewal,Medium,,2024-11-08,2024-11-08,,,monthly,279,750,750,GBP,paid,2024-11-08T10:09:00
se_002254,co_0274,renewal,Medium,,2024-12-08,2024-12-08,,,monthly,279,750,750,GBP,paid,2024-12-08T19:53:00
se_002255,co_0274,renewal,Medium,,2025-01-08,2025-01-08,,,monthly,279,750,750,GBP,paid,2025-01-08T17:52:00
se_002256,co_0274,renewal,Medium,,2025-02-08,2025-02-08,,,monthly,279,750,750,GBP,paid,2025-02-08T08:48:00
se_002257,co_0274,renewal,Medium,,2025-03-08,2025-03-08,,,monthly,279,750,750,GBP,paid,2025-03-08T11:27:00
se_002258,co_0274,renewal,MEDIUM,,2025-04-08,2025-04-08,,,monthly,279,750,750,GBP,paid,2025-04-08T14:33:00
se_002259,co_0274,renewal,Medium,,2025-05-08,2025-05-08,,,monthly,279,750,750,GBP,paid,2025-05-08T17:36:00
se_002260,co_0274,renewal,Medium,,2025-06-08,2025-06-08,,,monthly,279,750,750,GBP,paid,2025-06-08T14:13:00
se_002261,co_0274,payment_failed,Medium,,2025-07-08,2025-07-08,,,monthly,279,750,750,GBP,failed,2025-07-08T15:10:00
se_002262,co_0274,payment_recovered,Medium,,2025-07-30,2025-07-13,,,monthly,279,750,750,GBP,paid,2025-07-13T18:18:00
