usage_id,company_id,usage_datetime,credit_amount,usage_category,usage_subcategory,user_count_in_event,seat_count_at_time,academic_period,source_system,created_at
us_0010358,co_0182,2024-08-14T01:24:30,9.7,Cognitive,Science,7,169,Summer holiday 2024,legacy_import,2024-08-14T01:45:30
us_0010359,co_0182,2024-08-20T04:09:58,8.12,Cognitive,Exam Prep,6,190,Summer holiday 2024,app,2024-08-20T05:14:58
us_0010360,co_0182,2024-08-14T09:38:26,5.46,Theoretical,Science,9,170,Summer holiday 2024,app,2024-08-14T11:08:26
us_0010361,co_0182,2024-08-18T10:52:48,0.91,Cognitive,Maths,2,168,Summer holiday 2024,app,2024-08-18T11:00:48
us_0010362,co_0182,2024-08-20T11:04:41,2.77,Theoretical,Maths,4,205,Summer holiday 2024,app,2024-08-20T11:39:41
us_0010363,co_0182,2024-08-20T05:21:18,6.01,Technical,Exam Prep,5,213,Summer holiday 2024,app,2024-08-20T06:01:18
us_0010364,co_0182,2024-08-16T18:27:08,5.42,Theoretical,Other,8,234,Summer holiday 2024,app,2024-08-16T19:25:08
us_0010365,co_0182,2024-08-19T07:11:34,0.82,Cognitive,Maths,1,214,Summer holiday 2024,app,2024-08-19T08:22:34
us_0010366,co_0182,2024-08-17T17:09:43,1.83,Theoretical,Maths,3,225,Summer holiday 2024,app,2024-08-17T18:31:43
us_0010367,co_0182,2024-08-14T07:56:29,1.22,Theoretical,Study Skills,2,190,Summer holiday 2024,app,2024-08-14T08:21:29
us_0010368,co_0182,2024-08-20T17:40:07,2.09,Cognitive,English,2,231,Summer holiday 2024,app,2024-08-20T18:33:07
us_0010369,co_0182,2024-08-18T05:51:09,2.73,Cognitive,Exam Prep,4,188,Summer holiday 2024,app,2024-08-18T05:54:09
us_0010370,co_0182,2024-09-12T14:52:49,11.43,Cognitive,English,9,192,Autumn 2024,app,2024-09-12T15:14:49
us_0010371,co_0182,2024-09-25T10:12:22,22.34,Technical,Languages,12,172,Autumn 2024,api,2024-09-25T11:02:22
us_0010372,co_0182,2024-09-17T13:40:53,5.84,Technical,Science,4,169,Autumn 2024,app,2024-09-17T14:47:53
us_0010373,co_0182,2024-09-02T08:42:44,16.11,Cognitive,Science,9,210,Autumn 2024,app,2024-09-02T09:59:44
us_0010374,co_0182,2024-09-16T14:05:43,10.05,Cognitive,Maths,8,187,Autumn 2024,app,2024-09-16T15:11:43
us_0010375,co_0182,2024-09-25T16:27:19,7.57,Technical,English,3,235,Autumn 2024,app,2024-09-25T16:38:19
us_0010376,co_0182,2024-10-26T20:59:29,15.33,Cognitive,English,16,231,Autumn 2024,app,2024-10-26T21:09:29
us_0010377,co_0182,2024-10-27T13:40:37,9.1,Theoretical,Other,6,165,Autumn 2024,api,2024-10-27T14:07:37
us_0010378,co_0182,2024-10-24T14:37:54,89.56,Theoretical,English,66,221,Autumn 2024,app,2024-10-24T15:14:54
us_0010379,co_0182,2024-10-18T14:34:18,11.56,Cognitive,Exam Prep,6,174,Autumn 2024,app,2024-10-18T15:13:18
us_0010380,co_0182,2024-10-22T16:35:27,17.07,Cognitive,Science,7,173,Autumn 2024,app,2024-10-22T17:26:27
us_0010381,co_0182,2024-10-25T12:01:16,30.0,Theoretical,Exam Prep,15,,Autumn 2024,app,2024-10-25T13:22:16
us_0010382,co_0182,2024-10-04T10:13:39,8.54,Theoretical,Maths,7,224,Autumn 2024,app,2024-10-04T11:35:39
us_0010383,co_0182,2024-10-29T09:04:27,12.22,Cognitive,Geography,12,222,Autumn 2024,app,2024-10-29T09:29:27
us_0010384,co_0182,2024-10-07T08:48:29,9.95,Cognitive,Maths,5,174,Autumn 2024,app,2024-10-07T09:08:29
us_0010385,co_0182,2024-10-28T15:25:13,7.55,Cognitive,Languages,11,204,Autumn 2024,api,2024-10-28T16:48:13
us_0010386,co_0182,2024-10-02T13:53:32,24.07,Theoretical,Exam Prep,19,192,Autumn 2024,app,2024-10-02T15:19:32
us_0010387,co_0182,2024-10-12T18:33:11,5.1,Technical,Study Skills,2,176,Autumn 2024,app,2024-10-12T18:33:11
us_0010388,co_0182,2024-11-03T15:27:56,4.55,Theoretical,History,3,196,Autumn 2024,api,2024-11-03T15:37:56
us_0010389,co_0182,2024-11-13T08:37:36,21.49,Theoretical,Other,20,,Autumn 2024,api,2024-11-13T08:45:36
us_0010390,co_0182,2024-11-16T09:27:40,95.28,Technical,Exam Prep,32,178,Autumn 2024,api,2024-11-16T10:05:40
us_0010391,co_0182,2024-11-23T10:30:16,49.8,Cognitive,,27,226,Autumn 2024,app,2024-11-23T10:32:16
us_0010392,co_0182,2024-11-08T11:34:52,28.17,Theoretical,Science,15,187,Autumn 2024,legacy_import,2024-11-08T13:01:52
us_0010393,co_0182,2024-11-28T10:04:04,20.15,Cognitive,History,9,212,Autumn 2024,api,2024-11-28T11:09:04
us_0010394,co_0182,2024-11-11T13:30:06,8.23,Theoretical,Other,16,190,Autumn 2024,app,2024-11-11T14:17:06
us_0010395,co_0182,2024-11-16T08:46:28,12.77,Technical,Geography,4,231,Autumn 2024,app,2024-11-16T08:50:28
us_0010396,co_0182,2024-11-10T15:03:51,31.74,Technical,,26,229,Autumn 2024,partner_lms,2024-11-10T15:12:51
us_0010397,co_0182,2024-11-14T16:48:16,6.86,Cognitive,Maths,4,215,Autumn 2024,app,2024-11-14T16:57:16
us_0010398,co_0182,2024-12-06T17:27:30,7.39,Technical,Science,3,189,Autumn 2024,legacy_import,2024-12-06T17:54:30
us_0010399,co_0182,2024-12-28T12:47:02,14.02,Technical,English,8,237,Autumn 2024,app,2024-12-28T13:16:02
us_0010400,co_0182,2024-12-08T14:33:43,55.86,Technical,Geography,18,227,Autumn 2024,api,2024-12-08T15:54:43
us_0010401,co_0182,2024-12-05T10:43:30,33.87,Theoretical,Science,22,212,Autumn 2024,app,2024-12-05T12:13:30
us_0010402,co_0182,2025-01-26T14:52:09,13.92,Technical,English,7,192,Spring 2025,app,2025-01-26T15:24:09
us_0010403,co_0182,2025-01-06T09:04:05,24.64,Cognitive,Maths,13,168,Spring 2025,app,2025-01-06T09:22:05
us_0010404,co_0182,2025-01-28T10:49:18,1.66,Theoretical,Other,2,230,Spring 2025,app,2025-01-28T11:45:18
us_0010405,co_0182,2025-01-18T10:23:17,43.77,Cognitive,Study Skills,20,233,Spring 2025,app,2025-01-18T11:44:17
us_0010406,co_0182,2025-02-02T16:03:25,8.62,Technical,Science,3,197,Spring 2025,legacy_import,2025-02-02T17:26:25
us_0010407,co_0182,2025-02-21T15:52:31,12.2,Cognitive,Science,5,167,Spring 2025,api,2025-02-21T15:52:31
us_0010408,co_0182,2025-02-10T15:04:37,48.71,Technical,Science,14,200,Spring 2025,app,2025-02-10T16:00:37
us_0010409,co_0182,2025-02-22T16:15:36,33.44,Technical,Science,13,202,Spring 2025,app,2025-02-22T16:46:36
us_0010410,co_0182,2025-02-07T21:49:35,27.23,Cognitive,Languages,21,225,Spring 2025,app,2025-02-07T23:03:35
us_0010411,co_0182,2025-02-03T08:26:31,45.2,Theoretical,Other,32,170,Spring 2025,app,2025-02-03T08:27:31
us_0010412,co_0182,2025-02-24T12:30:18,10.27,Theoretical,Study Skills,11,184,Spring 2025,api,2025-02-24T13:00:18
us_0010413,co_0182,2025-02-25T08:07:02,3.11,Cognitive,Science,3,201,Spring 2025,app,2025-02-25T09:14:02
us_0010414,co_0182,2025-02-23T11:44:11,8.33,Cognitive,Maths,4,204,Spring 2025,api,2025-02-23T12:22:11
us_0010415,co_0182,2025-02-07T09:11:50,6.91,Theoretical,Study Skills,5,227,Spring 2025,app,2025-02-07T09:54:50
us_0010416,co_0182,2025-02-10T17:10:34,23.69,Technical,Geography,11,174,Spring 2025,api,2025-02-10T17:38:34
us_0010417,co_0182,2025-03-14T08:56:54,72.02,Cognitive,Languages,34,194,Spring 2025,app,2025-03-14T09:37:54
us_0010418,co_0182,2025-03-04T11:10:39,16.42,Technical,Geography,9,207,Spring 2025,app,2025-03-04T11:19:39
us_0010419,co_0182,2025-03-18T15:52:24,4.46,Cognitive,Maths,3,205,Spring 2025,app,2025-03-18T16:03:24
us_0010420,co_0182,2025-03-05T09:21:03,15.88,Technical,Geography,7,177,Spring 2025,app,2025-03-05T09:50:03
us_0010421,co_0182,2025-03-09T13:07:01,12.43,Theoretical,Maths,9,200,Spring 2025,app,2025-03-09T13:39:01
us_0010422,co_0182,2025-03-14T07:47:38,23.0,Technical,Exam Prep,16,179,Spring 2025,app,2025-03-14T08:18:38
us_0010423,co_0182,2025-03-05T20:57:48,9.61,Cognitive,English,7,227,Spring 2025,legacy_import,2025-03-05T21:58:48
us_0010424,co_0182,2025-04-13T12:03:37,40.38,Technical,Science,10,232,Summer 2025,partner_lms,2025-04-13T12:23:37
us_0010425,co_0182,2025-04-15T10:18:28,17.84,Cognitive,Maths,11,217,Summer 2025,api,2025-04-15T10:20:28
us_0010426,co_0182,2025-04-13T13:52:09,25.39,Technical,Science,12,168,Summer 2025,app,2025-04-13T14:03:09
us_0010427,co_0182,2025-04-13T15:05:50,8.18,Theoretical,English,17,220,Summer 2025,app,2025-04-13T16:00:50
us_0010428,co_0182,2025-04-12T09:14:20,1.06,Theoretical,English,1,183,Summer 2025,app,2025-04-12T10:16:20
us_0010429,co_0182,2025-05-03T21:51:12,6.49,Cognitive,Languages,8,214,Summer 2025,app,2025-05-03T23:00:12
us_0010430,co_0182,2025-05-05T11:46:03,9.85,Technical,Exam Prep,6,205,Summer 2025,app,2025-05-05T12:58:03
us_0010431,co_0182,2025-05-06T14:39:10,7.95,Technical,Geography,3,220,Summer 2025,app,2025-05-06T15:23:10
us_0010432,co_0182,2025-05-11T17:50:03,8.0,Technical,Maths,8,238,Summer 2025,partner_lms,2025-05-11T18:56:03
us_0010433,co_0182,2025-05-20T09:42:54,6.6,Theoretical,Languages,6,201,Summer 2025,api,2025-05-20T10:25:54
us_0010434,co_0182,2025-05-03T12:52:48,20.31,Theoretical,Maths,22,221,Summer 2025,partner_lms,2025-05-03T13:46:48
us_0010435,co_0182,2025-05-19T13:02:39,32.31,Theoretical,Science,33,221,Summer 2025,app,2025-05-19T14:30:39
us_0010436,co_0182,2025-05-19T18:01:25,16.19,Theoretical,Science,9,185,Summer 2025,api,2025-05-19T18:48:25
us_0010437,co_0182,2025-05-27T17:32:18,35.63,Theoretical,Study Skills,23,232,Summer 2025,app,2025-05-27T17:36:18
us_0010438,co_0182,2025-05-30T13:37:20,18.81,Technical,Geography,7,168,Summer 2025,app,2025-05-30T13:46:20
us_0010439,co_0182,2025-05-09T11:33:13,16.12,Technical,Science,4,189,Summer 2025,app,2025-05-09T12:56:13
us_0010440,co_0182,2025-06-29T09:54:54,5.79,Technical,Science,3,182,Summer 2025,app,2025-06-29T10:25:54
us_0010441,co_0182,2025-06-29T16:54:19,2.25,Cognitive,Exam Prep,2,,Summer 2025,app,2025-06-29T16:54:19
us_0010442,co_0182,2025-06-24T17:10:58,10.26,Theoretical,Exam Prep,7,231,Summer 2025,app,2025-06-24T17:49:58
us_0010443,co_0182,2025-06-09T12:07:23,10.8,Cognitive,Geography,12,214,Summer 2025,app,2025-06-09T12:15:23
us_0010444,co_0182,2025-06-17T09:11:31,6.15,Cognitive,Geography,9,215,Summer 2025,partner_lms,2025-06-17T10:05:31
us_0010445,co_0182,2025-06-09T15:25:18,36.92,Cognitive,Languages,30,201,Summer 2025,app,2025-06-09T16:36:18
us_0010446,co_0182,2025-06-26T07:56:39,10.35,Technical,Maths,7,178,Summer 2025,app,2025-06-26T09:16:39
us_0010447,co_0182,2025-06-18T10:06:02,11.48,Cognitive,Exam Prep,9,218,Summer 2025,app,2025-06-18T10:41:02
us_0010448,co_0182,2025-06-28T17:43:58,18.76,Technical,Science,8,237,Summer 2025,api,2025-06-28T18:01:58
us_0010449,co_0182,2025-07-20T08:38:20,28.64,Cognitive,Maths,18,222,Summer 2025,app,2025-07-20T09:45:20
us_0010450,co_0182,2025-07-17T19:45:30,26.94,Theoretical,Study Skills,21,191,Summer 2025,app,2025-07-17T19:59:30
us_0010451,co_0182,2025-07-25T16:13:26,18.51,Theoretical,Geography,30,169,Summer 2025,app,2025-07-25T17:38:26
us_0010452,co_0182,2025-07-31T15:19:45,16.61,Technical,Languages,10,177,Summer 2025,api,2025-07-31T16:22:45
us_0010453,co_0182,2025-08-19T09:42:18,18.46,Cognitive,Maths,10,194,Summer holiday 2025,app,2025-08-19T10:14:18
us_0010454,co_0182,2025-08-05T16:54:48,51.61,Technical,Languages,23,193,Summer holiday 2025,app,2025-08-05T17:20:48
us_0010455,co_0182,2025-09-04T20:55:08,2.75,Technical,Languages,1,214,Autumn 2025,legacy_import,2025-09-04T20:58:08
us_0010456,co_0182,2025-09-08T08:34:07,6.46,Theoretical,English,6,209,Autumn 2025,app,2025-09-08T09:45:07
us_0010457,co_0182,2025-09-14T14:48:17,12.1,Technical,Maths,11,191,Autumn 2025,app,2025-09-14T15:13:17
us_0010458,co_0182,2025-09-08T17:30:02,4.79,Theoretical,Study Skills,3,213,Autumn 2025,app,2025-09-08T18:47:02
us_0010459,co_0182,2025-09-28T10:13:00,26.38,Cognitive,Exam Prep,9,203,Autumn 2025,app,2025-09-28T10:29:00
us_0010460,co_0182,2025-09-06T14:09:45,3.99,Cognitive,Maths,2,230,Autumn 2025,app,2025-09-06T15:18:45
us_0010461,co_0182,2025-09-05T16:59:34,22.87,Cognitive,Maths,23,212,Autumn 2025,app,2025-09-05T18:07:34
us_0010462,co_0182,2025-10-27T10:26:49,9.46,Cognitive,Languages,6,166,Autumn 2025,app,2025-10-27T11:42:49
us_0010463,co_0182,2025-10-06T15:55:22,58.82,Technical,Science,15,201,Autumn 2025,app,2025-10-06T16:14:22
us_0010464,co_0182,2025-10-02T15:06:23,89.54,Technical,Science,31,177,Autumn 2025,app,2025-10-02T15:24:23
us_0010465,co_0182,2025-10-15T12:02:43,29.51,Cognitive,Maths,20,186,Autumn 2025,partner_lms,2025-10-15T13:01:43
us_0010466,co_0182,2025-10-22T16:40:03,24.62,Theoretical,History,23,181,Autumn 2025,app,2025-10-22T18:04:03
us_0010467,co_0182,2025-10-21T15:19:00,22.72,Cognitive,Languages,25,202,Autumn 2025,app,2025-10-21T16:35:00
us_0010468,co_0182,2025-10-02T07:01:28,19.98,Theoretical,Study Skills,34,236,Autumn 2025,app,2025-10-02T07:15:28
us_0010469,co_0182,2025-10-09T16:51:07,24.07,Cognitive,History,19,195,Autumn 2025,app,2025-10-09T17:25:07
us_0010470,co_0182,2025-11-23T12:11:13,93.15,Technical,Science,22,196,Autumn 2025,partner_lms,2025-11-23T13:31:13
us_0010471,co_0182,2025-11-22T15:51:15,23.58,Theoretical,History,19,232,Autumn 2025,app,2025-11-22T16:16:15
us_0010472,co_0182,2025-11-20T08:26:12,27.69,Technical,Science,13,212,Autumn 2025,app,2025-11-20T08:41:12
us_0010473,co_0182,2025-11-07T17:06:32,68.94,Theoretical,Science,42,170,Autumn 2025,partner_lms,2025-11-07T17:55:32
us_0010474,co_0182,2025-11-28T08:17:11,48.18,Technical,Science,13,218,Autumn 2025,partner_lms,2025-11-28T08:51:11
us_0010475,co_0182,2025-11-29T09:24:34,39.54,Cognitive,Study Skills,30,201,Autumn 2025,app,2025-11-29T09:35:34
us_0010476,co_0182,2025-11-01T18:43:00,11.36,Theoretical,History,14,234,Autumn 2025,app,2025-11-01T19:27:00
us_0010477,co_0182,2025-11-06T09:34:42,22.42,Cognitive,Geography,11,225,Autumn 2025,app,2025-11-06T10:42:42
us_0010478,co_0182,2025-11-23T08:47:17,32.64,Theoretical,Science,46,186,Autumn 2025,app,2025-11-23T09:18:17
us_0010479,co_0182,2025-11-22T10:18:30,4.29,Cognitive,Maths,4,169,Autumn 2025,app,2025-11-22T10:37:30
us_0010480,co_0182,2025-11-26T09:09:22,22.5,Technical,English,7,212,Autumn 2025,app,2025-11-26T09:20:22
us_0010481,co_0182,2025-11-11T19:06:57,21.69,Cognitive,English,16,231,Autumn 2025,app,2025-11-11T19:30:57
us_0010482,co_0182,2025-12-06T14:52:10,7.23,Theoretical,Languages,13,225,Autumn 2025,app,2025-12-06T15:32:10
us_0010483,co_0182,2025-12-17T15:02:20,6.03,Technical,Maths,2,212,Autumn 2025,app,2025-12-17T15:48:20
us_0010484,co_0182,2025-12-17T11:34:30,7.99,Technical,Study Skills,7,193,Autumn 2025,app,2025-12-17T12:34:30
us_0010485,co_0182,2025-12-30T20:14:47,32.37,Cognitive,History,17,172,Autumn 2025,app,2025-12-30T21:31:47
us_0010486,co_0182,2025-12-07T13:22:46,31.68,Cognitive,Maths,19,183,Autumn 2025,api,2025-12-07T13:48:46
us_0010487,co_0182,2026-01-05T15:03:31,5.42,Technical,Science,4,200,Spring 2026,app,2026-01-05T16:28:31
us_0010488,co_0182,2026-01-10T16:06:24,21.91,Cognitive,English,12,171,Spring 2026,app,2026-01-10T16:35:24
us_0010489,co_0182,2026-01-23T12:16:26,7.61,Technical,Science,5,193,Spring 2026,app,2026-01-23T13:39:26
us_0010490,co_0182,2026-01-05T18:12:39,12.37,Cognitive,Maths,7,233,Spring 2026,app,2026-01-05T18:38:39
us_0010491,co_0182,2026-02-14T09:27:19,14.29,Theoretical,History,21,190,Spring 2026,legacy_import,2026-02-14T10:23:19
us_0010492,co_0182,2026-02-22T21:00:54,18.92,Theoretical,Maths,13,185,Spring 2026,app,2026-02-22T21:14:54
us_0010493,co_0182,2026-02-02T11:13:26,7.45,Theoretical,English,10,210,Spring 2026,app,2026-02-02T12:33:26
us_0010494,co_0182,2026-02-23T13:35:11,5.01,Cognitive,Maths,3,236,Spring 2026,app,2026-02-23T15:05:11
us_0010495,co_0182,2026-02-05T13:22:08,29.57,Cognitive,Study Skills,13,201,Spring 2026,api,2026-02-05T13:50:08
us_0010496,co_0182,2026-02-25T10:32:24,14.36,Theoretical,Exam Prep,7,166,Spring 2026,app,2026-02-25T11:53:24
us_0010497,co_0182,2026-02-11T08:49:31,8.67,Cognitive,Maths,12,177,Spring 2026,app,2026-02-11T10:13:31
us_0010498,co_0182,2026-03-20T15:45:36,8.88,Theoretical,Geography,11,185,Spring 2026,app,2026-03-20T15:59:36
us_0010499,co_0182,2026-03-18T12:50:50,62.68,cognitive,Exam Prep,23,222,Spring 2026,app,2026-03-18T13:45:50
us_0010500,co_0182,2026-03-05T11:45:03,5.91,Cognitive,History,3,217,Spring 2026,app,2026-03-05T13:05:03
us_0010501,co_0182,2026-03-02T15:25:22,20.27,Theoretical,History,18,191,Spring 2026,app,2026-03-02T16:06:22
us_0010502,co_0182,2026-03-23T14:45:48,17.1,Theoretical,English,13,229,Spring 2026,app,2026-03-23T15:25:48
us_0010503,co_0182,2026-03-26T13:08:06,81.68,Technical,Geography,37,169,Spring 2026,app,2026-03-26T14:03:06
us_0010504,co_0182,2026-03-21T12:32:54,3.15,Cognitive,Study Skills,3,193,Spring 2026,app,2026-03-21T13:29:54
us_0010505,co_0182,2026-04-17T13:20:43,22.52,Cognitive,History,11,192,Summer 2026,app,2026-04-17T14:48:43
us_0010506,co_0182,2026-04-21T16:45:34,2.68,Theoretical,Study Skills,3,230,Summer 2026,app,2026-04-21T17:22:34
us_0010507,co_0182,2026-04-22T15:54:07,13.33,Cognitive,Exam Prep,14,183,Summer 2026,app,2026-04-22T17:13:07
us_0010508,co_0182,2026-04-28T17:34:39,20.88,Technical,Science,9,227,Summer 2026,partner_lms,2026-04-28T18:30:39
us_0010509,co_0182,2026-04-27T21:32:29,26.7,Cognitive,Maths,15,198,Summer 2026,app,2026-04-27T21:56:29
us_0010510,co_0182,2026-04-03T16:12:05,48.18,Cognitive,Maths,35,198,Summer 2026,app,2026-04-03T16:36:05
us_0010511,co_0182,2026-04-29T16:43:51,5.46,Cognitive,Study Skills,5,230,Summer 2026,app,2026-04-29T17:44:51
us_0010512,co_0182,2026-04-08T12:52:10,7.04,Theoretical,Study Skills,6,189,Summer 2026,api,2026-04-08T14:12:10
us_0010513,co_0182,2026-04-01T14:30:24,98.99,Technical,Science,28,237,Summer 2026,app,2026-04-01T14:30:24
us_0010514,co_0182,2026-04-20T10:20:33,6.1,Cognitive,English,4,216,Summer 2026,app,2026-04-20T10:21:33
us_0010515,co_0182,2026-04-18T08:34:59,4.18,Cognitive,History,5,206,Summer 2026,partner_lms,2026-04-18T09:58:59
us_0010516,co_0182,2026-04-18T17:20:01,57.0,Cognitive,Exam Prep,19,220,Summer 2026,app,2026-04-18T17:25:01
us_0010517,co_0182,2026-05-08T11:28:09,7.91,Cognitive,Maths,8,225,Summer 2026,app,2026-05-08T11:40:09
us_0010518,co_0182,2026-05-28T10:54:01,23.74,Cognitive,Science,19,165,Summer 2026,api,2026-05-28T12:14:01
us_0010519,co_0182,2026-05-23T17:11:30,25.88,Technical,English,9,231,Summer 2026,app,2026-05-23T18:15:30
us_0010520,co_0182,2026-05-01T15:04:15,8.88,Cognitive,Geography,8,228,Summer 2026,app,2026-05-01T15:51:15
us_0010521,co_0182,2026-05-02T20:59:56,10.62,Cognitive,Geography,11,188,Summer 2026,app,2026-05-02T22:29:56
us_0010522,co_0182,2026-05-08T08:03:02,11.53,Cognitive,Languages,7,237,Summer 2026,app,2026-05-08T08:39:02
us_0010523,co_0182,2026-05-30T14:48:07,11.17,Cognitive,Maths,7,196,Summer 2026,app,2026-05-30T15:33:07
us_0010524,co_0182,2026-05-25T19:54:25,69.27,Technical,Study Skills,24,167,Summer 2026,app,2026-05-25T20:16:25
us_0010525,co_0182,2026-05-03T14:04:55,1.67,Theoretical,Exam Prep,2,213,Summer 2026,app,2026-05-03T14:53:55
us_0010526,co_0182,2026-05-20T09:03:03,20.12,Technical,Science,14,202,Summer 2026,app,2026-05-20T09:07:03
us_0010527,co_0182,2026-05-25T19:21:15,9.67,Theoretical,History,13,208,Summer 2026,app,2026-05-25T20:20:15
us_0010528,co_0182,2026-05-04T15:41:35,15.89,Technical,Science,6,173,Summer 2026,app,2026-05-04T15:52:35
us_0010529,co_0182,2026-06-24T17:30:56,26.53,Cognitive,Science,11,228,Summer 2026,app,2026-06-24T18:55:56
us_0010530,co_0182,2026-06-23T21:47:57,3.97,Cognitive,English,4,231,Summer 2026,app,2026-06-23T21:59:57
us_0010531,co_0182,2026-06-23T12:01:19,3.34,Theoretical,Maths,3,219,Summer 2026,partner_lms,2026-06-23T12:16:19
us_0010532,co_0182,2026-06-26T17:57:21,11.49,Cognitive,Exam Prep,5,191,Summer 2026,app,2026-06-26T18:24:21
us_0010533,co_0182,2026-06-06T08:01:09,13.56,Technical,Science,5,232,Summer 2026,app,2026-06-06T08:52:09
us_0010534,co_0182,2026-06-01T16:38:41,8.02,Cognitive,English,12,189,Summer 2026,app,2026-06-01T16:53:41
us_0010535,co_0182,2026-06-09T07:25:01,38.22,Cognitive,Geography,39,193,Summer 2026,partner_lms,2026-06-09T08:12:01
us_0010536,co_0182,2026-06-20T10:53:26,20.45,Technical,Science,10,165,Summer 2026,app,2026-06-20T11:23:26
us_0010537,co_0182,2026-06-09T09:47:28,57.76,Cognitive,English,32,166,Summer 2026,app,2026-06-09T11:07:28
us_0010538,co_0182,2026-06-12T08:18:39,28.35,Cognitive,Languages,15,174,Summer 2026,app,2026-06-12T09:36:39
us_0010539,co_0182,2026-06-24T08:27:49,2.91,Technical,Maths,2,205,Summer 2026,app,2026-06-24T09:08:49
us_0010540,co_0182,2026-06-01T09:37:25,22.44,Technical,English,22,237,Summer 2026,app,2026-06-01T10:32:25
us_0010541,co_0182,2026-06-14T13:33:31,61.87,Technical,Science,14,205,Summer 2026,app,2026-06-14T14:36:31
us_0010542,co_0182,2026-06-21T14:12:09,11.37,Theoretical,Exam Prep,8,210,Summer 2026,app,2026-06-21T15:07:09
us_0010543,co_0183,2025-03-08T20:15:50,1.59,Cognitive,Maths,2,110,Spring 2025,app,2025-03-08T21:14:50
us_0010544,co_0183,2025-03-11T12:45:18,0.88,Theoretical,Maths,2,89,Spring 2025,app,2025-03-11T13:13:18
us_0010545,co_0183,2025-03-10T18:50:34,3.87,Theoretical,Maths,7,95,Spring 2025,app,2025-03-10T19:32:34
us_0010546,co_0183,2025-03-11T14:47:01,0.86,Theoretical,Science,1,89,Spring 2025,app,2025-03-11T15:16:01
us_0010547,co_0183,2025-03-13T11:00:29,1.41,Theoretical,Study Skills,3,94,Spring 2025,app,2025-03-13T12:30:29
us_0010548,co_0183,2025-03-29T12:13:11,5.84,Theoretical,Science,4,116,Spring 2025,app,2025-03-29T13:16:11
us_0010549,co_0183,2025-03-27T15:30:27,11.04,Theoretical,Geography,12,101,Spring 2025,app,2025-03-27T16:39:27
us_0010550,co_0183,2025-03-25T09:24:24,10.99,Cognitive,Languages,8,126,Spring 2025,app,2025-03-25T09:40:24
us_0010551,co_0183,2025-03-24T13:54:41,79.53,Technical,Science,20,89,Spring 2025,app,2025-03-24T14:21:41
us_0010552,co_0183,2025-03-26T07:29:59,18.71,Cognitive,English,10,109,Spring 2025,app,2025-03-26T07:37:59
us_0010553,co_0183,2025-04-09T09:25:10,13.22,Cognitive,English,6,95,Summer 2025,app,2025-04-09T09:30:10
us_0010554,co_0183,2025-04-15T21:18:26,29.0,Cognitive,Maths,24,114,Summer 2025,app,2025-04-15T22:15:26
us_0010555,co_0183,2025-04-16T09:31:02,5.91,Technical,English,4,128,Summer 2025,app,2025-04-16T10:45:02
us_0010556,co_0183,2025-04-10T08:36:10,10.25,Cognitive,Languages,9,121,Summer 2025,api,2025-04-10T08:52:10
us_0010557,co_0183,2025-04-14T11:56:06,13.9,Cognitive,History,7,108,Summer 2025,legacy_import,2025-04-14T12:58:06
us_0010558,co_0183,2025-04-23T13:44:01,11.19,Cognitive,English,8,109,Summer 2025,app,2025-04-23T14:01:01
us_0010559,co_0183,2025-04-09T10:38:41,4.36,Theoretical,Other,6,117,Summer 2025,api,2025-04-09T10:50:41
us_0010560,co_0183,2025-04-22T15:42:39,3.58,Cognitive,History,4,128,Summer 2025,app,2025-04-22T17:09:39
us_0010561,co_0183,2025-05-13T16:59:42,2.28,Cognitive,Study Skills,2,120,Summer 2025,app,2025-05-13T17:03:42
us_0010562,co_0183,2025-05-09T13:22:39,12.29,Cognitive,,11,107,Summer 2025,app,2025-05-09T13:26:39
us_0010563,co_0183,2025-05-15T11:06:19,5.1,Cognitive,Study Skills,5,103,Summer 2025,app,2025-05-15T12:32:19
us_0010564,co_0183,2025-05-19T09:23:34,33.4,Theoretical,History,24,102,Summer 2025,app,2025-05-19T09:57:34
us_0010565,co_0183,2025-05-17T07:16:24,10.25,Cognitive,History,6,102,Summer 2025,partner_lms,2025-05-17T08:14:24
us_0010566,co_0183,2025-05-10T08:11:04,2.35,Theoretical,History,2,118,Summer 2025,app,2025-05-10T08:50:04
us_0010567,co_0183,2025-05-30T17:24:09,12.65,Theoretical,Languages,9,128,Summer 2025,app,2025-05-30T18:11:09
us_0010568,co_0183,2025-06-09T10:46:30,4.12,Cognitive,Study Skills,2,117,Summer 2025,api,2025-06-09T11:06:30
us_0010569,co_0183,2025-06-11T09:40:38,20.18,Cognitive,English,9,118,Summer 2025,app,2025-06-11T10:07:38
us_0010570,co_0183,2025-06-20T12:09:15,6.76,Theoretical,English,12,116,Summer 2025,app,2025-06-20T13:13:15
us_0010571,co_0183,2025-07-24T09:04:16,26.93,Cognitive,Study Skills,13,93,Summer 2025,app,2025-07-24T09:57:16
us_0010572,co_0183,2025-10-09T12:18:11,3.99,Cognitive,English,3,94,Autumn 2025,app,2025-10-09T13:41:11
us_0010573,co_0183,2025-10-26T12:36:44,29.52,Theoretical,Other,24,92,Autumn 2025,api,2025-10-26T12:53:44
us_0010574,co_0183,2025-10-17T14:54:25,2.79,Cognitive,Exam Prep,2,108,Autumn 2025,app,2025-10-17T14:56:25
