company_id,company_name,industry,region,trial_start_date,subscription_status,current_plan_name,current_seat_count,organisation_size_band,sales_channel,customer_success_owner,created_at,updated_at
co_0172,Rowan Academy,School,West Midlands,2024-10-05,trial,Medium,257,101-500,direct_sales,Hannah Roberts,2024-09-30T08:20:00,2026-05-03T14:48:00
co_0173,Cardiff Libraries,Library,East of England,2024-07-19,active,Medium,144,101-500,inbound,George Bennett,2024-07-19T10:05:00,2025-10-23T13:42:00
co_0174,Fairfield Training,Private Education,Scotland,2024-07-06,active,Medium,256,101-500,direct_sales,Hannah Roberts,2024-06-30T08:38:00,2025-05-27T11:28:00
co_0175,Summit Education Services,Training Provider,North West,2025-09-23,paused,Medium,149,101-500,inbound,Charlotte Evans,2025-09-13T18:11:00,2026-01-07T10:17:00
co_0176,Leeds University,University,South West,2024-07-15,trial,Large,781,501-1000,partner,Farah Malik,2024-07-05T12:21:00,2026-01-29T16:18:00
co_0177,Tudor Training,Private Education,South East,2023-10-16,voluntary_churn,Small,21,1-50,partner,Charlotte Evans,2023-10-07T09:16:00,2025-12-01T15:45:00
co_0178,Edinburgh Library Service,Library,East of England,2026-05-14,active,Bespoke,1097,1001+,direct_sales,George Bennett,2026-05-11T08:29:00,2026-05-31T18:09:00
co_0179,Cardiff Community Library,Library,West Midlands,2025-03-24,trial,Medium,473,101-500,inbound,Jacob Turner,2025-03-16T18:55:00,2025-08-31T11:57:00
co_0180,Chiltern Training,Training Provider,London,2024-05-02,active,Medium,449,101-500,direct_sales,Amelia Clarke,2024-05-04T10:24:00,2025-06-26T09:27:00
co_0181,Exeter Knowledge Hub,Library,South West,2024-11-04,trial,Medium,354,101-500,public_sector_framework,Amelia Clarke,2024-11-04T10:52:00,2025-08-04T08:01:00
co_0182,Eastgate Training,Private Education,Scotland,2024-08-13,active,Medium,230,101-500,self_serve,,2024-08-12T13:59:00,2026-05-02T15:01:00
co_0183,Norwich Library Service,Library,North West,2025-03-08,active,Medium,124,101-500,self_serve,Imogen Davies,2025-02-27T16:10:00,2025-06-19T18:40:00
co_0184,Belfast Higher Education Centre,University,North West,2024-05-20,active,Bespoke,1298,1001+,self_serve,Hannah Roberts,2024-05-22T11:42:00,2026-02-15T15:32:00
co_0185,Summit Grammar School Trust,School,Scotland,2024-01-15,active,Medium,113,101-500,public_sector_framework,Imogen Davies,2024-01-05T08:04:00,2025-11-07T11:00:00
co_0186,Victoria School,School,East of England,2024-09-17,active,Medium,109,101-500,inbound,Jacob Turner,2024-09-14T09:46:00,2025-11-04T18:33:00
co_0187,Lakeside Grammar School,School,East Midlands,2023-11-05,active,Small,54,51-100,partner,Daniel Hughes,2023-11-03T18:56:00,2025-07-23T18:05:00
co_0188,Reading Higher Education Centre Central,University,Yorkshire and the Humber,2023-12-09,active,Medium,232,101-500,inbound,Jacob Turner,2023-11-29T18:47:00,2025-12-17T09:13:00
co_0189,Lakeside Grammar School South,School,Ireland,2025-07-21,trial,Medium,314,101-500,direct_sales,Charlotte Evans,2025-07-12T09:06:00,2026-03-16T08:28:00
co_0190,Northbridge Training,Training Provider,London,2026-04-14,trial,Small,96,51-100,self_serve,,2026-04-06T11:45:00,2026-05-17T08:39:00
co_0191,Cardiff Library Service,Library,South East,2024-02-10,trial,Small,95,51-100,direct_sales,Ben Whitmore,2024-02-07T18:12:00,2026-01-09T16:54:00
co_0192,Riverside College South,School,South West,2024-07-06,active,Medium,255,101-500,inbound,Jacob Turner,2024-07-01T16:13:00,2026-06-01T17:14:00
co_0193,Lakeside Education Services,Private Education,North East,2023-10-25,trial,Small,44,1-50,direct_sales,Imogen Davies,2023-10-16T09:30:00,2025-12-12T14:25:00
co_0194,Cardiff Community Library Central,Library,London,2024-03-01,voluntary_churn,Small,43,1-50,direct_sales,George Bennett,2024-03-02T09:54:00,2026-01-24T18:43:00
co_0195,Eastgate School Trust,School,North West,2024-01-12,trial,Small,70,51-100,direct_sales,Farah Malik,2024-01-06T16:56:00,2026-04-13T13:15:00
co_0196,Belfast Library Service Central,Library,North West,2024-09-22,active,Small,75,51-100,inbound,,2024-09-20T18:40:00,2026-02-02T13:00:00
co_0197,Hillcrest School South,School,Yorkshire and the Humber,2023-09-25,active,Medium,135,101-500,partner,Charlotte Evans,2023-09-16T14:12:00,2025-06-30T14:11:00
co_0198,Greenwich Learning Trust,School,Scotland,2025-10-27,trial,Medium,101,101-500,self_serve,Daniel Hughes,2025-10-22T18:26:00,2025-12-02T08:47:00
co_0199,Oxford University,University,Yorkshire and the Humber,2025-09-20,trial,Medium,430,101-500,direct_sales,Ben Whitmore,2025-09-19T14:20:00,2026-05-14T15:57:00
co_0200,Edinburgh University,University,East Midlands,2025-12-08,active,Medium,433,101-500,direct_sales,George Bennett,2025-12-01T13:11:00,2026-04-03T17:10:00
co_0201,Belfast Higher Education Centre North,University,South West,2023-12-26,active,Large ,635,501-1000,direct_sales,Ben Whitmore,2023-12-16T13:19:00,2026-02-02T12:23:00
co_0202,Rowan Education Partnership,Other,South East,2024-08-03,active,Medium,116,101-500,direct_sales,Amelia Clarke,2024-08-03T12:17:00,2025-07-01T16:20:00
co_0203,Greenwich Learning Group,Private Education,Northern Ireland,2025-08-09,active,Small,66,51-100,self_serve,,2025-08-07T16:42:00,2025-11-29T18:30:00
co_0204,Parkside Learning Trust North,School,,2025-09-22,active,Medium,111,101-500,public_sector_framework,Ben Whitmore,2025-09-12T18:57:00,2026-02-28T17:59:00
co_0205,Westfield School North,School,South West,2024-06-20,active,SMALL,38,1-50,direct_sales,George Bennett,2024-06-11T16:12:00,2025-12-27T13:23:00
co_0206,Parkside Education Services,Private Education,Scotland,2025-08-23,trial,Small,85,51-100,inbound,Ella Thompson,2025-08-24T12:03:00,2026-04-09T16:01:00
co_0207,Riverside Grammar School Trust,School,Yorkshire and the Humber,2025-05-19,active,Small,42,1-50,public_sector_framework,Jacob Turner,2025-05-11T13:06:00,2025-12-31T09:35:00
co_0208,Kingfisher Grammar School,School,Yorkshire and the Humber,2024-05-13,active,Medium,109,101-500,direct_sales,Hannah Roberts,2024-05-03T12:32:00,2026-06-26T13:19:00
co_0209,Kingfisher Education Services,Private Education,East Midlands,2024-04-26,active,Small,31,1-50,partner,George Bennett,2024-04-22T10:49:00,2025-12-13T15:41:00
co_0210,Maple Skills Centre,Private Education,East Midlands,2024-03-11,trial,Small,88,51-100,partner,Farah Malik,2024-03-01T14:12:00,2025-11-26T08:01:00
co_0211,Exeter Further Education College,Further Education,North West,2024-01-13,active,Medium,242,101-500,public_sector_framework,Jacob Turner,2024-01-12T15:48:00,2025-09-02T16:56:00
co_0212,Queensway Grammar School South,School,South East,2023-10-25,trial,Small,91,51-100,self_serve,Ben Whitmore,2023-10-22T11:12:00,2025-08-03T11:14:00
co_0213,Victoria Academy,School,London,2025-03-22,trial,Medium,220,101-500,public_sector_framework,Ben Whitmore,2025-03-18T13:12:00,2025-07-16T17:41:00
co_0214,Belfast University Trust,University,South East,2025-10-31,active,Medium,481,101-500,direct_sales,George Bennett,2025-10-29T08:41:00,2026-05-01T17:26:00
co_0215,York Knowledge Hub,Library,North West,2026-03-23,active,Medium,440,101-500,self_serve,Jacob Turner,2026-03-18T16:15:00,2026-06-26T14:59:00
co_0216,Bristol Learning Trust Central,School,Northern Ireland,2025-12-05,active,Medium,491,101-500,partner,Farah Malik,2025-11-30T15:05:00,2025-12-17T16:25:00
co_0217,Bristol Skills Centre Trust,Private Education,London,2025-09-26,active,Medium,111,101-500,inbound,Charlotte Evans,2025-09-20T15:33:00,2026-01-10T08:59:00
co_0218,Riverside Skills Centre,Training Provider,Yorkshire and the Humber,2024-11-08,active,Medium,111,101-500,direct_sales,Imogen Davies,2024-11-06T16:11:00,2026-01-03T12:22:00
co_0219,Cambridge Community Library,Library,East of England,2024-11-25,trial,Medium,161,101-500,partner,Amelia Clarke,2024-11-27T09:44:00,2025-08-24T13:07:00
co_0220,Bristol School,School,London,2024-05-28,active,Medium,160,101-500,direct_sales,Jacob Turner,2024-05-20T11:49:00,2025-09-14T17:35:00
co_0221,Camden College,School,Ireland,2026-03-17,trial,Small,58,51-100,partner,,2026-03-10T17:17:00,2026-06-19T11:32:00
co_0222,Victoria College,School,Northern Ireland,2025-11-11,active,Small,81,51-100,direct_sales,George Bennett,2025-11-07T18:22:00,2025-12-17T12:11:00
co_0223,Oaklands College,School,East Midlands,2025-12-19,active,Small,82,51-100,public_sector_framework,George Bennett,2025-12-21T09:57:00,2026-05-09T10:20:00
co_0224,Queensway Academy,School,Scotland,2024-10-07,active,Medium,242,101-500,direct_sales,Imogen Davies,2024-10-01T10:24:00,2026-02-17T10:25:00
co_0225,Dales College,School,Northern Ireland,2024-01-16,active,Medium,240,101-500,direct_sales,Charlotte Evans,2024-01-17T17:06:00,2026-01-14T13:15:00
co_0226,Lancaster Community Library North,Library,East Midlands,2024-07-27,active,Medium,104,101-500,direct_sales,Jacob Turner,2024-07-20T08:15:00,2026-06-16T11:55:00
co_0227,Cotswold School,School,South East,2023-12-01,active,Small,82,51-100,self_serve,,2023-12-01T12:57:00,2026-05-05T12:40:00
co_0228,Beechwood Training North,Private Education,South East,2023-08-30,past_due,Small,24,1-50,direct_sales,,2023-08-20T18:59:00,2026-03-14T08:38:00
co_0229,Lakeside Skills Centre South,private education,Yorkshire and the Humber,2023-11-13,active,Medium,105,101-500,partner,Jacob Turner,2023-11-06T08:52:00,2026-04-14T08:21:00
co_0230,Willow Grammar School,School,West Midlands,2024-09-11,trial,Medium,159,101-500,partner,Ella Thompson,2024-09-02T12:59:00,2025-12-24T09:53:00
co_0231,Cambridge Further Education College Trust North,Further Education,Scotland,2024-08-30,active,Medium,244,101-500,inbound,Ella Thompson,2024-08-22T15:04:00,2025-11-21T17:51:00
co_0232,Elmfield College North,School,Ireland,2026-02-16,trial,Medium,140,101-500,self_serve,Hannah Roberts,2026-02-16T08:55:00,2026-03-30T18:33:00
co_0233,Maple School South,School,South West,2025-06-14,active,Small,47,1-50,direct_sales,Ella Thompson,2025-06-10T17:27:00,2026-04-21T15:19:00
co_0234,Reading Library Service North,Library,North West,2024-02-01,active,Medium,337,101-500,public_sector_framework,Ben Whitmore,2024-01-26T15:56:00,2026-03-14T18:10:00
co_0235,Camden Learning Trust,School,North West,2025-12-28,active,Small,50,1-50,inbound,Ella Thompson,2025-12-24T08:24:00,2026-04-05T09:16:00
co_0236,Parkside Learning Trust Central,School,Scotland,2025-03-01,active,Small,72,51-100,self_serve,Hannah Roberts,2025-03-03T08:49:00,2025-09-15T17:37:00
co_0237,Exeter University,University,East Midlands,2023-08-18,active,Medium,293,101-500,inbound,Farah Malik,2023-08-10T08:54:00,2026-05-28T08:57:00
co_0238,Lakeside Learning Trust South,School,Northern Ireland,2025-12-30,active,Medium,156,101-500,direct_sales,George Bennett,2025-12-30T12:19:00,2026-01-31T10:36:00
co_0239,Tudor Training South,Training Provider,West Midlands,2023-11-17,trial,Large,870,501-1000,self_serve,Jacob Turner,2023-11-09T11:54:00,2026-06-02T11:28:00
co_0240,Hillcrest Grammar School,School,North East,2025-06-28,active,Medium,138,101-500,inbound,Imogen Davies,2025-06-26T14:20:00,2026-06-22T13:13:00
co_0241,Fairfield Learning Trust South,School,Yorkshire and the Humber,2024-03-07,active,Small,95,51-100,direct_sales,Ella Thompson,2024-03-03T09:20:00,2026-01-09T16:47:00
co_0242,Ashford College,School,London,2024-10-28,active,Medium,133,101-500,inbound,Ella Thompson,2024-10-24T18:53:00,2026-05-08T10:15:00
co_0243,Dales Training,Private Education,South West,2023-12-10,active,Small,81,51-100,partner,George Bennett,2023-12-12T09:16:00,2025-12-06T10:01:00
co_0244,Abbey Learning Trust,School,Yorkshire and the Humber,2026-04-07,active,Medium,219,101-500,partner,Charlotte Evans,2026-04-06T13:34:00,2026-06-27T18:53:00
co_0245,Harbour College South,School,West Midlands,2024-01-24,trial,Small,58,51-100,direct_sales,Farah Malik,2024-01-21T08:07:00,2025-08-27T11:19:00
co_0246,Cedar School,School,South East,2025-09-25,active,Small,74,51-100,inbound,Amelia Clarke,2025-09-18T14:14:00,2026-01-16T17:19:00
co_0247,Dales Grammar School,School,West Midlands,2026-04-08,trial,Small,29,1-50,direct_sales,Ben Whitmore,2026-04-10T09:35:00,2026-05-13T15:38:00
co_0248,Reading Community Library,Library,East of England,2025-02-27,active,Medium,289,101-500,direct_sales,Hannah Roberts,2025-02-19T18:06:00,2025-08-07T09:47:00
co_0249,Eastgate Learning Trust,School,London,2024-03-07,active,Small,59,51-100,inbound,Daniel Hughes,2024-03-02T09:23:00,2025-11-08T12:41:00
co_0250,Beechwood College South,School,South East,2024-06-27,active,Small,44,1-50,direct_sales,Daniel Hughes,2024-06-22T17:44:00,2026-04-28T18:53:00
co_0251,Victoria Education Services,Private Education,Scotland,2025-10-22,active,Small,72,51-100,partner,Daniel Hughes,2025-10-17T17:12:00,2026-06-25T09:50:00
co_0252,Summit Learning Group,Private Education,London,2025-03-20,trial,Medium,104,101-500,direct_sales,Farah Malik,2025-03-22T17:14:00,2026-03-21T18:13:00
co_0253,Hillcrest School Central,School,West Midlands,2023-10-20,active,Medium,215,101-500,inbound,Charlotte Evans,2023-10-18T09:41:00,2026-06-19T13:08:00
co_0254,Tudor School Central,School,London,2026-01-01,active,Medium,200,101-500,direct_sales,Amelia Clarke,2025-12-22T16:10:00,2026-04-13T10:08:00
co_0255,Victoria Learning Trust,School,Ireland,2023-12-23,active,Medium,140,101-500,partner,Jacob Turner,2023-12-19T09:49:00,2025-10-28T09:18:00
co_0256,Willow Grammar School Central,School,West Midlands,2023-08-01,trial,Small,35,1-50,self_serve,Jacob Turner,2023-07-30T08:21:00,2026-02-05T09:50:00
co_0257,Queensway Academy South,School,West Midlands,2024-05-28,trial,Small,77,51-100,direct_sales,Amelia Clarke,2024-05-21T15:44:00,2026-04-04T18:49:00
co_0258,Riverside Grammar School North South,School,London,2025-04-10,trial,Medium,167,101-500,partner,Ben Whitmore,2025-04-06T15:51:00,2025-08-15T16:58:00
co_0259,Stamford College,School,West Midlands,2025-10-20,trial,Small,71,51-100,public_sector_framework,Ben Whitmore,2025-10-10T14:55:00,2026-04-18T09:24:00
co_0260,Parkside College North,School,,2025-03-31,active,Medium,146,101-500,partner,,2025-03-23T18:14:00,2026-05-06T08:40:00
co_0261,Fairfield Grammar School South,School,South East,2024-05-20,active,Small,51,51-100,public_sector_framework,Amelia Clarke,2024-05-16T16:55:00,2025-06-30T10:06:00
co_0262,Birmingham Institute,university,South East,2025-10-03,trial,Bespoke,2429,1001+,self_serve,Jacob Turner,2025-10-03T08:07:00,2026-06-24T14:17:00
co_0263,Hadley College,School,East of England,2025-10-15,trial,Small,68,51-100,self_serve,,2025-10-05T11:15:00,2026-02-25T08:13:00
co_0264,Queensway Learning Group,Private Education,Scotland,2025-11-08,active,Small,68,51-100,partner,Ella Thompson,2025-11-05T08:15:00,2026-04-04T16:43:00
co_0265,Manchester Further Education College Trust,Further Education,East Midlands,2023-08-16,active,Medium,153,101-500,inbound,Hannah Roberts,2023-08-10T14:18:00,2025-06-20T16:07:00
co_0266,Westfield Learning Group,Private Education,South West,2024-03-28,trial,Medium,146,101-500,direct_sales,George Bennett,2024-03-30T10:00:00,2026-02-14T18:45:00
co_0267,Fairfield School,School,North West,2025-09-17,trial,Small,57,51-100,partner,Imogen Davies,2025-09-17T17:25:00,2026-02-23T18:19:00
co_0268,Northbridge School North,School,Scotland,2025-09-20,active,Medium,140,101-500,direct_sales,Daniel Hughes,2025-09-10T09:28:00,2026-06-27T09:59:00
co_0269,Birmingham Further Education College Central,Further Education,London,2026-03-12,active,Medium,225,101-500,direct_sales,Daniel Hughes,2026-03-14T09:27:00,2026-06-03T16:18:00
co_0270,Dales Training Central,Private Education,Scotland,2026-06-13,active,Medium,145,101-500,direct_sales,Amelia Clarke,2026-06-04T14:22:00,2026-06-17T12:51:00
co_0271,Willow Learning Trust,School,Wales,2024-01-31,active,Medium,106,101-500,self_serve,Farah Malik,2024-01-31T18:51:00,2026-04-13T17:05:00
co_0272,Summit Grammar School Trust South,School,South East,2023-09-03,active,Small,77,51-100,direct_sales,Ella Thompson,2023-08-30T11:39:00,2025-11-17T08:39:00
co_0273,Exeter Further Education College Central,FURTHER EDUCATION,South East,2023-07-31,voluntary_churn,Large,704,501-1000,partner,Charlotte Evans,2023-07-24T18:11:00,2026-06-10T14:56:00
co_0274,Manchester Community Library,Library,Yorkshire and the Humber,2024-07-01,active,Medium,279,101-500,partner,Ben Whitmore,2024-06-21T11:31:00,2025-12-15T12:49:00
co_0275,Parkside Academy,school,East Midlands,2026-03-28,active,Medium,133,101-500,direct_sales,Charlotte Evans,2026-03-29T10:06:00,2026-05-22T17:50:00
co_0276,Bridgewater College,School,South West,2024-09-18,trial,Small,78,51-100,partner,Charlotte Evans,2024-09-16T11:51:00,2025-10-30T12:17:00
co_0277,Summit Grammar School North,School,Wales,2025-12-24,active,Small,56,51-100,inbound,George Bennett,2025-12-22T13:26:00,2026-04-09T15:21:00
co_0278,Riverside Grammar School Trust Central,School,South East,2024-05-02,trial,Medium,139,101-500,direct_sales,Ella Thompson,2024-05-03T18:19:00,2025-10-18T15:09:00
co_0279,Edinburgh Libraries,Library,Yorkshire and the Humber,2023-11-24,trial,Small,53,51-100,self_serve,Charlotte Evans,2023-11-20T09:14:00,2026-03-11T14:47:00
co_0280,Fairfield Education Services,Training Provider,Yorkshire and the Humber,2023-08-18,trial,Small,52,51-100,self_serve,,2023-08-19T09:21:00,2025-09-08T18:11:00
co_0281,Norwich Further Education College South,Further Education,North West,2024-03-31,active,Large,689,501-1000,direct_sales,Jacob Turner,2024-03-22T16:04:00,2026-06-25T14:08:00
co_0282,Riverside Grammar School North North,School,London,2025-07-13,trial,Small,91,51-100,inbound,Ben Whitmore,2025-07-11T13:55:00,2026-01-10T11:17:00
co_0283,Hillcrest Learning Group,Private Education,Wales,2024-08-10,trial,Medium,107,101-500,partner,Ella Thompson,2024-08-08T09:22:00,2026-01-13T17:24:00
co_0284,Oxford Higher Education Centre Central,University,Yorkshire and the Humber,2025-11-30,active,Medium,170,101-500,direct_sales,Daniel Hughes,2025-11-27T09:54:00,2026-06-20T18:45:00
co_0285,Parkside Academy North,School,North East,2026-05-29,trial,Medium,169,101-500,direct_sales,Charlotte Evans,2026-05-22T08:22:00,2026-06-12T13:05:00
co_0286,Elmfield Learning Group,Private Education,North East,2024-08-22,trial,Small,64,51-100,inbound,,2024-08-21T08:44:00,2026-03-21T08:02:00
co_0287,Lakeside Learning Trust Trust,School,London,2023-12-04,active,Small,80,51-100,direct_sales,Farah Malik,2023-12-03T15:45:00,2026-01-14T09:12:00
co_0288,Edinburgh Higher Education Centre,University,South East,2025-11-24,trial,Bespoke,1179,1001+,partner,Hannah Roberts,2025-11-14T11:14:00,2026-02-06T12:10:00
co_0289,Harbour Academy,School,East Midlands,2025-07-09,active,Medium,119,101-500,self_serve,Charlotte Evans,2025-07-06T09:37:00,2026-06-15T14:03:00
co_0290,Swansea Knowledge Hub,Library,South East,2024-08-29,active,Small,52,51-100,direct_sales,Imogen Davies,2024-08-28T16:27:00,2026-01-13T16:20:00
co_0291,Stamford Learning Group,Private Education,Northern Ireland,2024-04-14,trial,Medium,118,101-500,inbound,Hannah Roberts,2024-04-09T09:26:00,2026-04-30T08:00:00
co_0292,Stamford Academy South,School,South East,2023-12-23,active,Medium,150,101-500,direct_sales,Farah Malik,2023-12-22T13:57:00,2026-02-24T11:04:00
co_0293,Beechwood Skills Centre,Training Provider,Ireland,2025-11-13,active,Medium,336,101-500,partner,Farah Malik,2025-11-13T11:08:00,2026-05-06T16:53:00
co_0294,Kingfisher Learning Group,Private Education,Scotland,2025-05-25,active,Small,87,51-100,partner,Imogen Davies,2025-05-18T10:46:00,2026-05-09T12:43:00
co_0295,Oxford Further Education College,Further education,Scotland,2025-07-01,past_due,Medium,349,101-500,partner,Charlotte Evans,2025-06-26T15:09:00,2026-02-09T15:10:00
co_0296,Exeter Institute,University,West Midlands,2026-01-01,past_due,Large,611,501-1000,self_serve,Farah Malik,2026-01-01T18:02:00,2026-01-30T17:43:00
co_0297,Cotswold Grammar School,School,North East,2024-06-01,voluntary_churn,Large,507,501-1000,direct_sales,Daniel Hughes,2024-05-26T10:22:00,2025-08-09T14:51:00
co_0298,Hillcrest Learning Trust Central,School,North West,2024-02-12,trial,Small,96,51-100,partner,Ella Thompson,2024-02-04T15:31:00,2026-04-26T17:54:00
co_0299,Cotswold Academy,School,North East,2025-05-20,active,Medium,177,101-500,partner,Ella Thompson,2025-05-12T13:25:00,2026-03-22T11:34:00
co_0300,Hastings Higher Education Centre,University,East Midlands,2024-05-11,active,Large,821,501-1000,self_serve,Amelia Clarke,2024-05-10T13:49:00,2026-02-25T17:36:00
co_0301,Northbridge Training South,Private Education,Yorkshire and the Humber,2023-10-12,trial,Small,29,1-50,direct_sales,Jacob Turner,2023-10-10T10:35:00,2025-07-03T18:22:00
co_0302,Hillcrest Skills Centre,Private Education,West Midlands,2025-10-09,active,Small,18,1-50,public_sector_framework,Charlotte Evans,2025-09-30T08:15:00,2026-03-04T17:43:00
co_0303,Dundee Community Library,Library,South East,2023-09-03,active,Large,699,501-1000,direct_sales,Charlotte Evans,2023-09-03T11:52:00,2026-01-08T10:58:00
co_0304,Willow Learning Trust South,School,Yorkshire and the Humber,2025-03-14,trial,Small,22,1-50,inbound,Amelia Clarke,2025-03-09T10:00:00,2025-08-21T17:25:00
co_0305,Eastgate School Central,School,West Midlands,2025-09-07,active,Small,42,1-50,partner,Charlotte Evans,2025-08-28T11:03:00,2025-11-30T11:59:00
co_0306,Lakeside Training,Training Provider,South West,2025-05-06,active,Medium,268,101-500,self_serve,Jacob Turner,2025-05-07T17:25:00,2025-10-05T18:07:00
co_0307,Bridgewater Grammar School,School,West Midlands,2023-09-24,active,Medium,229,101-500,self_serve,Hannah Roberts,2023-09-14T17:09:00,2025-07-17T10:01:00
co_0308,Hillcrest Skills Centre Central,Private Education,East of England,2023-10-23,trial,Small,93,51-100,direct_sales,Hannah Roberts,2023-10-15T09:11:00,2025-08-29T16:43:00
co_0309,Northbridge Grammar School,School,North West,2024-04-19,paused,Medium,224,101-500,self_serve,Imogen Davies,2024-04-14T14:03:00,2025-10-22T12:05:00
co_0310,Beechwood Grammar School,School,North West,2025-04-27,active,Small,20,1-50,self_serve,Daniel Hughes,2025-04-21T13:58:00,2025-10-14T10:55:00
co_0311,Parkside Learning Trust South,School,Scotland,2025-11-08,active,Medium,207,101-500,direct_sales,,2025-11-02T17:11:00,2026-03-16T09:02:00
co_0312,Willow Education Partnership,Other,London,2023-07-27,active,Small,49,1-50,self_serve,Charlotte Evans,2023-07-28T18:19:00,2025-06-19T11:10:00
co_0313,Swansea Further Education College North,Further Education,Northern Ireland,2025-10-30,active,Medium,238,101-500,inbound,Imogen Davies,2025-10-25T09:34:00,2026-02-25T18:54:00
co_0314,Eastgate School South,School,Northern Ireland,2025-03-30,trial,Medium,123,101-500,direct_sales,Ben Whitmore,2025-03-24T11:33:00,2026-05-23T13:50:00
co_0315,Camden Education Services,Private Education,London,2025-01-15,trial,Medium,139,101-500,public_sector_framework,Ben Whitmore,2025-01-08T14:35:00,2025-08-17T08:32:00
co_0316,Camden Academy Trust,School,North West,2024-05-29,active,Small,68,51-100,inbound,Jacob Turner,2024-05-29T16:44:00,2025-07-05T11:03:00
co_0317,Chiltern Learning Trust,School,South East,2025-04-27,trial,Small,100,51-100,partner,Hannah Roberts,2025-04-23T15:54:00,2025-12-31T14:40:00
co_0318,Norwich Institute Central,University,London,2026-03-09,active,Medium,162,101-500,self_serve,Daniel Hughes,2026-02-28T17:15:00,2026-03-06T14:21:00
co_0319,Willow Academy Central,School,East of England,2023-09-20,trial,Small,71,51-100,direct_sales,Daniel Hughes,2023-09-20T15:20:00,2026-01-05T15:34:00
co_0320,Lakeside School,School,West Midlands,2025-11-17,active,Medium,163,101-500,partner,Hannah Roberts,2025-11-16T15:49:00,2026-04-17T08:15:00
co_0321,Maple Learning Group,Training Provider,North West,2024-11-17,active,Medium,155,101-500,inbound,Jacob Turner,2024-11-09T10:36:00,2025-07-05T18:15:00
co_0322,Meadowbrook Skills Centre Central,Training Provider,Wales,2024-03-22,trial,Medium,142,101-500,self_serve,Hannah Roberts,2024-03-12T13:31:00,2026-05-25T10:54:00
co_0323,Beechwood Education Services,Training Provider,London,2025-08-28,trial,Medium,168,101-500,direct_sales,Daniel Hughes,2025-08-19T09:00:00,2025-09-28T17:32:00
co_0324,Northbridge Grammar School North,School,North East,2025-01-21,active,Small,87,51-100,self_serve,Farah Malik,2025-01-20T08:13:00,2025-06-26T12:26:00
co_0325,Cambridge Libraries,Library,London,2024-01-11,active,Medium,411,101-500,public_sector_framework,,2024-01-07T14:28:00,2026-02-18T10:49:00
co_0326,Bridgewater Grammar School Central,School,Yorkshire and the Humber,2023-11-02,active,Medium,120,101-500,direct_sales,Ben Whitmore,2023-10-27T11:01:00,2025-09-26T08:23:00
co_0327,Harbour Education Services,Training Provider,South West,2023-10-29,active,Medium,161,101-500,self_serve,Farah Malik,2023-10-28T08:48:00,2026-06-02T08:22:00
co_0328,Elmfield Grammar School,School,East Midlands,2026-04-11,active,Medium,137,101-500,direct_sales,,2026-04-11T16:24:00,2026-06-17T12:58:00
co_0329,Norwich Community Library,Library,North West,2025-07-09,active,Small,55,51-100,self_serve,Daniel Hughes,2025-07-07T14:32:00,2026-01-13T09:47:00
co_0330,Victoria Learning Trust North,School,East of England,2023-07-24,trial,Medium,152,101-500,partner,Charlotte Evans,2023-07-16T10:34:00,2026-03-12T17:07:00
co_0331,Meadowbrook College,School,East Midlands,2024-04-02,active,Medium,137,101-500,direct_sales,,2024-04-04T14:14:00,2025-08-25T14:43:00
co_0332,Tudor Learning Trust Trust,school,West Midlands,2024-11-16,trial,Medium,178,101-500,self_serve,Ella Thompson,2024-11-10T16:36:00,2026-01-02T12:05:00
co_0333,Westfield Learning Group North,Training Provider,South East,2024-03-31,active,Small,19,1-50,partner,George Bennett,2024-04-02T08:28:00,2026-06-07T12:28:00
co_0334,Ashford Academy,School,North West,2025-08-31,active,Medium,138,101-500,partner,,2025-08-28T13:10:00,2025-12-15T09:40:00
co_0335,Queensway School,School,Northern Ireland,2024-08-10,trial,Small,59,51-100,self_serve,Amelia Clarke,2024-08-01T08:13:00,2025-10-12T14:49:00
co_0336,Manchester Community Library Central,Library,Yorkshire and the Humber,2024-05-30,paused,Medium,212,101-500,direct_sales,Farah Malik,2024-06-01T17:00:00,2025-06-05T16:52:00
co_0337,Queensway Skills Centre,Private Education,South West,2025-08-17,active,Small,56,51-100,self_serve,Jacob Turner,2025-08-11T12:45:00,2026-04-09T09:56:00
co_0338,Summit Learning Trust,School,Scotland,2023-12-19,trial,Small,61,51-100,public_sector_framework,Imogen Davies,2023-12-13T12:08:00,2026-06-18T15:54:00
co_0339,Exeter Further Education College South,Further Education,North East,2024-09-27,active,Medium,462,101-500,direct_sales,Ben Whitmore,2024-09-18T18:24:00,2025-07-26T08:46:00
co_0340,Oxford Higher Education Centre North,University,East Midlands,2026-05-22,trial,Large,642,501-1000,partner,George Bennett,2026-05-13T13:15:00,2026-05-27T14:10:00
co_0341,Dundee Knowledge Hub South,Library,London,2025-07-23,past_due,Medium,446,101-500,inbound,,2025-07-13T16:26:00,2025-09-09T18:29:00
co_0342,Hadley Education Services North,Private Education,South West,2024-09-01,trial,Small,56,51-100,partner,Ella Thompson,2024-08-22T10:54:00,2026-04-23T08:40:00
co_0343,Parkside College Trust,School,London,2024-03-25,active,Medium,324,101-500,direct_sales,Ben Whitmore,2024-03-26T14:52:00,2026-03-04T15:48:00
